Sample_name,Body_site,Biome
smpl700106530,Buccal mucosa,Oral
smpl700106532,Attached/Keratinized gingiva,Oral
smpl700106534,Palatine Tonsils,Oral
smpl700106538,Supragingival plaque,Oral
smpl700106540,Subgingival plaque,Oral
smpl700106563,L_Retroauricular crease,Skin
smpl700106565,R_Retroauricular crease,Skin
smpl700106567,L_Antecubital fossa,Skin
smpl700106569,R_Antecubital fossa,Skin
smpl700106571,Anterior nares,Skin
smpl700106573,Vaginal introitus,Vaginal
smpl700106575,Mid vagina,Vaginal
smpl700106581,Saliva,Oral
smpl700106585,Tongue dorsum,Oral
smpl700106587,Hard palate,Oral
smpl700106589,Buccal mucosa,Oral
smpl700106591,Attached/Keratinized gingiva,Oral
smpl700106593,Palatine Tonsils,Oral
smpl700106595,Throat,Oral
smpl700106597,Supragingival plaque,Oral
smpl700106599,Subgingival plaque,Oral
smpl700106713,L_Retroauricular crease,Skin
smpl700106715,R_Retroauricular crease,Skin
smpl700106717,L_Antecubital fossa,Skin
smpl700106719,R_Antecubital fossa,Skin
smpl700106723,Stool,Stool
smpl700106737,Palatine Tonsils,Oral
smpl700106741,Supragingival plaque,Oral
smpl700106743,Subgingival plaque,Oral
smpl700106786,L_Retroauricular crease,Skin
smpl700106788,R_Retroauricular crease,Skin
smpl700106916,Subgingival plaque,Oral
smpl700106918,Supragingival plaque,Oral
smpl700106920,L_Retroauricular crease,Skin
smpl700106922,R_Retroauricular crease,Skin
smpl700106924,L_Antecubital fossa,Skin
smpl700106926,R_Antecubital fossa,Skin
smpl700106928,Anterior nares,Skin
smpl700106948,Saliva,Oral
smpl700106952,Tongue dorsum,Oral
smpl700106954,Hard palate,Oral
smpl700106956,Buccal mucosa,Oral
smpl700106958,Attached/Keratinized gingiva,Oral
smpl700106960,Palatine Tonsils,Oral
smpl700106962,Throat,Oral
smpl700106964,Supragingival plaque,Oral
smpl700106966,Subgingival plaque,Oral
smpl700106968,L_Retroauricular crease,Skin
smpl700106970,R_Retroauricular crease,Skin
smpl700106974,R_Antecubital fossa,Skin
smpl700106976,Anterior nares,Skin
smpl700106997,Supragingival plaque,Oral
smpl700107565,Stool,Stool
smpl700107573,Saliva,Oral
smpl700107577,Tongue dorsum,Oral
smpl700107579,Hard palate,Oral
smpl700107581,Buccal mucosa,Oral
smpl700107583,Attached/Keratinized gingiva,Oral
smpl700107585,Palatine Tonsils,Oral
smpl700107587,Throat,Oral
smpl700107589,Supragingival plaque,Oral
smpl700107591,Subgingival plaque,Oral
smpl700107593,L_Retroauricular crease,Skin
smpl700107595,R_Retroauricular crease,Skin
smpl700107597,L_Antecubital fossa,Skin
smpl700107599,R_Antecubital fossa,Skin
smpl700107601,Anterior nares,Skin
smpl700107864,L_Retroauricular crease,Skin
smpl700107866,R_Retroauricular crease,Skin
smpl700107872,Anterior nares,Skin
smpl700107949,Stool,Stool
smpl700107957,Saliva,Oral
smpl700107961,Tongue dorsum,Oral
smpl700107963,Hard palate,Oral
smpl700107965,Buccal mucosa,Oral
smpl700107967,Attached/Keratinized gingiva,Oral
smpl700107969,Palatine Tonsils,Oral
smpl700107971,Throat,Oral
smpl700107973,Supragingival plaque,Oral
smpl700107975,Subgingival plaque,Oral
smpl700107977,L_Retroauricular crease,Skin
smpl700107979,R_Retroauricular crease,Skin
smpl700107985,Anterior nares,Skin
smpl700108066,Saliva,Oral
smpl700108070,Tongue dorsum,Oral
smpl700108078,Palatine Tonsils,Oral
smpl700108086,L_Retroauricular crease,Skin
smpl700108088,R_Retroauricular crease,Skin
smpl700108094,Anterior nares,Skin
smpl700108304,Stool,Stool
smpl700108328,Supragingival plaque,Oral
smpl700108332,L_Retroauricular crease,Skin
smpl700108334,R_Retroauricular crease,Skin
smpl700108401,Vaginal introitus,Vaginal
smpl700108403,Mid vagina,Vaginal
smpl700108405,Posterior fornix,Vaginal
smpl700108493,Stool,Stool
smpl700108501,Saliva,Oral
smpl700108515,Throat,Oral
smpl700108517,Supragingival plaque,Oral
smpl700108519,Subgingival plaque,Oral
smpl700108521,L_Retroauricular crease,Skin
smpl700108523,R_Retroauricular crease,Skin
smpl700108527,R_Antecubital fossa,Skin
smpl700108529,Anterior nares,Skin
smpl700108802,Stool,Stool
smpl700108810,Saliva,Oral
smpl700108814,Tongue dorsum,Oral
smpl700108816,Hard palate,Oral
smpl700108830,L_Retroauricular crease,Skin
smpl700108832,R_Retroauricular crease,Skin
smpl700108838,Anterior nares,Skin
smpl700108977,Stool,Stool
smpl700109007,R_Retroauricular crease,Skin
smpl700109013,Anterior nares,Skin
smpl700109129,Stool,Stool
smpl700109137,Saliva,Oral
smpl700109141,Tongue dorsum,Oral
smpl700109143,Hard palate,Oral
smpl700109145,Buccal mucosa,Oral
smpl700109147,Attached/Keratinized gingiva,Oral
smpl700109149,Palatine Tonsils,Oral
smpl700109151,Throat,Oral
smpl700109153,Supragingival plaque,Oral
smpl700109159,R_Retroauricular crease,Skin
smpl700109340,Stool,Stool
smpl700109348,Saliva,Oral
smpl700109354,Hard palate,Oral
smpl700109368,L_Retroauricular crease,Skin
smpl700109370,R_Retroauricular crease,Skin
smpl700109372,L_Antecubital fossa,Skin
smpl700109476,Saliva,Oral
smpl700109482,Hard palate,Oral
smpl700109484,Buccal mucosa,Oral
smpl700109486,Attached/Keratinized gingiva,Oral
smpl700109488,Palatine Tonsils,Oral
smpl700109490,Throat,Oral
smpl700109492,Supragingival plaque,Oral
smpl700109496,L_Retroauricular crease,Skin
smpl700109498,R_Retroauricular crease,Skin
smpl700109504,Anterior nares,Skin
smpl700109525,Stool,Stool
smpl700109533,Saliva,Oral
smpl700109537,Tongue dorsum,Oral
smpl700109539,Hard palate,Oral
smpl700109541,Buccal mucosa,Oral
smpl700109543,Attached/Keratinized gingiva,Oral
smpl700109545,Palatine Tonsils,Oral
smpl700109547,Throat,Oral
smpl700109549,Supragingival plaque,Oral
smpl700109551,Subgingival plaque,Oral
smpl700109553,L_Retroauricular crease,Skin
smpl700109555,R_Retroauricular crease,Skin
smpl700109557,L_Antecubital fossa,Skin
smpl700109559,R_Antecubital fossa,Skin
smpl700109561,Anterior nares,Skin
smpl700109786,Buccal mucosa,Oral
smpl700109798,L_Retroauricular crease,Skin
smpl700109800,R_Retroauricular crease,Skin
smpl700109806,Anterior nares,Skin
smpl700109827,Stool,Stool
smpl700109841,Hard palate,Oral
smpl700109847,Palatine Tonsils,Oral
smpl700109851,Supragingival plaque,Oral
smpl700109855,L_Retroauricular crease,Skin
smpl700109857,R_Retroauricular crease,Skin
smpl700109863,Anterior nares,Skin
smpl700109884,Stool,Stool
smpl700109908,Supragingival plaque,Oral
smpl700109910,Subgingival plaque,Oral
smpl700109912,L_Retroauricular crease,Skin
smpl700109914,R_Retroauricular crease,Skin
smpl700109916,L_Antecubital fossa,Skin
smpl700109920,Anterior nares,Skin
smpl700109943,Stool,Stool
smpl700109951,Saliva,Oral
smpl700109955,Tongue dorsum,Oral
smpl700109957,Hard palate,Oral
smpl700109959,Buccal mucosa,Oral
smpl700109961,Attached/Keratinized gingiva,Oral
smpl700109963,Palatine Tonsils,Oral
smpl700109965,Throat,Oral
smpl700109967,Supragingival plaque,Oral
smpl700109969,Subgingival plaque,Oral
smpl700109971,L_Retroauricular crease,Skin
smpl700109973,R_Retroauricular crease,Skin
smpl700109975,L_Antecubital fossa,Skin
smpl700109977,R_Antecubital fossa,Skin
smpl700109979,Anterior nares,Skin
smpl700109983,Mid vagina,Vaginal
smpl700110007,Stool,Stool
smpl700110015,Saliva,Oral
smpl700110018,Tongue dorsum,Oral
smpl700110028,Throat,Oral
smpl700110032,Subgingival plaque,Oral
smpl700110034,L_Retroauricular crease,Skin
smpl700110036,R_Retroauricular crease,Skin
smpl700110042,Anterior nares,Skin
smpl700110243,Stool,Stool
smpl700110251,Saliva,Oral
smpl700110255,Tongue dorsum,Oral
smpl700110257,Hard palate,Oral
smpl700110259,Buccal mucosa,Oral
smpl700110261,Attached/Keratinized gingiva,Oral
smpl700110263,Palatine Tonsils,Oral
smpl700110265,Throat,Oral
smpl700110267,Supragingival plaque,Oral
smpl700110269,Subgingival plaque,Oral
smpl700110271,L_Retroauricular crease,Skin
smpl700110273,R_Retroauricular crease,Skin
smpl700110275,L_Antecubital fossa,Skin
smpl700110277,R_Antecubital fossa,Skin
smpl700110279,Anterior nares,Skin
smpl700110281,Vaginal introitus,Vaginal
smpl700110283,Mid vagina,Vaginal
smpl700110285,Posterior fornix,Vaginal
smpl700110309,Stool,Stool
smpl700110321,Tongue dorsum,Oral
smpl700110323,Hard palate,Oral
smpl700110325,Buccal mucosa,Oral
smpl700110331,Throat,Oral
smpl700110383,Saliva,Oral
smpl700110389,Hard palate,Oral
smpl700110393,Attached/Keratinized gingiva,Oral
smpl700110399,Supragingival plaque,Oral
smpl700110401,Subgingival plaque,Oral
smpl700110403,L_Retroauricular crease,Skin
smpl700110405,R_Retroauricular crease,Skin
smpl700110411,Anterior nares,Skin
smpl700110415,Mid vagina,Vaginal
smpl700110417,Posterior fornix,Vaginal
smpl700110606,Stool,Stool
smpl700110620,Hard palate,Oral
smpl700110622,Buccal mucosa,Oral
smpl700110626,Palatine Tonsils,Oral
smpl700110630,Supragingival plaque,Oral
smpl700110663,Stool,Stool
smpl700110671,Saliva,Oral
smpl700110675,Tongue dorsum,Oral
smpl700110685,Throat,Oral
smpl700110689,Subgingival plaque,Oral
smpl700110691,L_Retroauricular crease,Skin
smpl700110693,R_Retroauricular crease,Skin
smpl700110699,Anterior nares,Skin
smpl700110720,Stool,Stool
smpl700110732,Tongue dorsum,Oral
smpl700110734,Hard palate,Oral
smpl700110738,Attached/Keratinized gingiva,Oral
smpl700110740,Palatine Tonsils,Oral
smpl700110742,Throat,Oral
smpl700110744,Supragingival plaque,Oral
smpl700110746,Subgingival plaque,Oral
smpl700110748,L_Retroauricular crease,Skin
smpl700110750,R_Retroauricular crease,Skin
smpl700111178,Stool,Stool
smpl700111186,Saliva,Oral
smpl700111190,Tongue dorsum,Oral
smpl700111192,Hard palate,Oral
smpl700111194,Buccal mucosa,Oral
smpl700111196,Attached/Keratinized gingiva,Oral
smpl700111198,Palatine Tonsils,Oral
smpl700111200,Throat,Oral
smpl700111202,Supragingival plaque,Oral
smpl700111204,Subgingival plaque,Oral
smpl700111206,L_Retroauricular crease,Skin
smpl700111208,R_Retroauricular crease,Skin
smpl700111210,L_Antecubital fossa,Skin
smpl700111212,R_Antecubital fossa,Skin
smpl700111214,Anterior nares,Skin
smpl700111216,Vaginal introitus,Vaginal
smpl700111218,Mid vagina,Vaginal
smpl700111220,Posterior fornix,Vaginal
smpl700111244,Stool,Stool
smpl700111252,Saliva,Oral
smpl700111256,Tongue dorsum,Oral
smpl700111258,Hard palate,Oral
smpl700111260,Buccal mucosa,Oral
smpl700111262,Attached/Keratinized gingiva,Oral
smpl700111264,Palatine Tonsils,Oral
smpl700111268,Supragingival plaque,Oral
smpl700111270,Subgingival plaque,Oral
smpl700111272,L_Retroauricular crease,Skin
smpl700111274,R_Retroauricular crease,Skin
smpl700111276,L_Antecubital fossa,Skin
smpl700111278,R_Antecubital fossa,Skin
smpl700111280,Anterior nares,Skin
smpl700111282,Vaginal introitus,Vaginal
smpl700111284,Mid vagina,Vaginal
smpl700111286,Posterior fornix,Vaginal
smpl700111318,Stool,Stool
smpl700111326,Saliva,Oral
smpl700111330,Tongue dorsum,Oral
smpl700111332,Hard palate,Oral
smpl700111334,Buccal mucosa,Oral
smpl700111336,Attached/Keratinized gingiva,Oral
smpl700111338,Palatine Tonsils,Oral
smpl700111340,Throat,Oral
smpl700111342,Supragingival plaque,Oral
smpl700111344,Subgingival plaque,Oral
smpl700111346,L_Retroauricular crease,Skin
smpl700111348,R_Retroauricular crease,Skin
smpl700111350,L_Antecubital fossa,Skin
smpl700111352,R_Antecubital fossa,Skin
smpl700111354,Anterior nares,Skin
smpl700111356,Vaginal introitus,Vaginal
smpl700111358,Mid vagina,Vaginal
smpl700111461,Stool,Stool
smpl700111469,Saliva,Oral
smpl700111475,Hard palate,Oral
smpl700111477,Buccal mucosa,Oral
smpl700111481,Palatine Tonsils,Oral
smpl700111483,Throat,Oral
smpl700111485,Supragingival plaque,Oral
smpl700111487,Subgingival plaque,Oral
smpl700111491,R_Retroauricular crease,Skin
smpl700111532,Saliva,Oral
smpl700111538,Hard palate,Oral
smpl700111540,Buccal mucosa,Oral
smpl700111546,Throat,Oral
smpl700111548,Supragingival plaque,Oral
smpl700111550,Subgingival plaque,Oral
smpl700111552,L_Retroauricular crease,Skin
smpl700111558,R_Antecubital fossa,Skin
smpl700111560,Anterior nares,Skin
smpl700111596,Stool,Stool
smpl700111604,Saliva,Oral
smpl700111610,Hard palate,Oral
smpl700111612,Buccal mucosa,Oral
smpl700111620,Supragingival plaque,Oral
smpl700111622,Subgingival plaque,Oral
smpl700111624,L_Retroauricular crease,Skin
smpl700111626,R_Retroauricular crease,Skin
smpl700111630,R_Antecubital fossa,Skin
smpl700111632,Anterior nares,Skin
smpl700111634,Vaginal introitus,Vaginal
smpl700111636,Mid vagina,Vaginal
smpl700111638,Posterior fornix,Vaginal
smpl700111767,Stool,Stool
smpl700111775,Saliva,Oral
smpl700111779,Tongue dorsum,Oral
smpl700111781,Hard palate,Oral
smpl700111783,Buccal mucosa,Oral
smpl700111785,Attached/Keratinized gingiva,Oral
smpl700111787,Palatine Tonsils,Oral
smpl700111789,Throat,Oral
smpl700111791,Supragingival plaque,Oral
smpl700111793,Subgingival plaque,Oral
smpl700111795,L_Retroauricular crease,Skin
smpl700111797,R_Retroauricular crease,Skin
smpl700111799,L_Antecubital fossa,Skin
smpl700111801,R_Antecubital fossa,Skin
smpl700111803,Anterior nares,Skin
smpl700111805,Vaginal introitus,Vaginal
smpl700111807,Mid vagina,Vaginal
smpl700111849,Buccal mucosa,Oral
smpl700111851,Attached/Keratinized gingiva,Oral
smpl700111853,Palatine Tonsils,Oral
smpl700111855,Throat,Oral
smpl700111857,Supragingival plaque,Oral
smpl700111859,Subgingival plaque,Oral
smpl700111867,R_Antecubital fossa,Skin
smpl700111869,Anterior nares,Skin
smpl700112185,Stool,Stool
smpl700112193,Saliva,Oral
smpl700112197,Tongue dorsum,Oral
smpl700112199,Hard palate,Oral
smpl700112201,Buccal mucosa,Oral
smpl700112203,Attached/Keratinized gingiva,Oral
smpl700112205,Palatine Tonsils,Oral
smpl700112207,Throat,Oral
smpl700112209,Supragingival plaque,Oral
smpl700112211,Subgingival plaque,Oral
smpl700112213,L_Retroauricular crease,Skin
smpl700112215,R_Retroauricular crease,Skin
smpl700112221,Anterior nares,Skin
smpl700112570,Stool,Stool
smpl700112578,Saliva,Oral
smpl700112582,Tongue dorsum,Oral
smpl700112586,Buccal mucosa,Oral
smpl700112590,Palatine Tonsils,Oral
smpl700112594,Supragingival plaque,Oral
smpl700112596,Subgingival plaque,Oral
smpl700112598,L_Retroauricular crease,Skin
smpl700112600,R_Retroauricular crease,Skin
smpl700112627,Stool,Stool
smpl700112635,Saliva,Oral
smpl700112639,Tongue dorsum,Oral
smpl700112641,Hard palate,Oral
smpl700112643,Buccal mucosa,Oral
smpl700112645,Attached/Keratinized gingiva,Oral
smpl700112647,Palatine Tonsils,Oral
smpl700112649,Throat,Oral
smpl700112651,Supragingival plaque,Oral
smpl700112655,L_Retroauricular crease,Skin
smpl700112657,R_Retroauricular crease,Skin
smpl700112661,R_Antecubital fossa,Skin
smpl700112663,Anterior nares,Skin
smpl700112976,Stool,Stool
smpl700112988,Tongue dorsum,Oral
smpl700112990,Hard palate,Oral
smpl700112994,Attached/Keratinized gingiva,Oral
smpl700112998,Throat,Oral
smpl700113001,Palatine Tonsils,Oral
smpl700113003,Throat,Oral
smpl700113005,Supragingival plaque,Oral
smpl700113007,Subgingival plaque,Oral
smpl700113025,L_Retroauricular crease,Skin
smpl700113027,R_Retroauricular crease,Skin
smpl700113029,L_Antecubital fossa,Skin
smpl700113031,R_Antecubital fossa,Skin
smpl700113033,Anterior nares,Skin
smpl700113035,Stool,Stool
smpl700113037,Saliva,Oral
smpl700113041,Tongue dorsum,Oral
smpl700113043,Hard palate,Oral
smpl700113045,Buccal mucosa,Oral
smpl700113047,Attached/Keratinized gingiva,Oral
smpl700113049,Palatine Tonsils,Oral
smpl700113051,Throat,Oral
smpl700113053,Supragingival plaque,Oral
smpl700113055,Subgingival plaque,Oral
smpl700113073,Saliva,Oral
smpl700113077,Tongue dorsum,Oral
smpl700113079,Hard palate,Oral
smpl700113081,Buccal mucosa,Oral
smpl700113083,Attached/Keratinized gingiva,Oral
smpl700113085,Palatine Tonsils,Oral
smpl700113087,Throat,Oral
smpl700113089,Supragingival plaque,Oral
smpl700113091,Subgingival plaque,Oral
smpl700113093,Stool,Stool
smpl700113095,L_Retroauricular crease,Skin
smpl700113099,L_Antecubital fossa,Skin
smpl700113101,R_Antecubital fossa,Skin
smpl700113103,Anterior nares,Skin
smpl700113124,Tongue dorsum,Oral
smpl700113128,Buccal mucosa,Oral
smpl700113130,Attached/Keratinized gingiva,Oral
smpl700113132,Palatine Tonsils,Oral
smpl700113134,Throat,Oral
smpl700113136,Supragingival plaque,Oral
smpl700113138,Subgingival plaque,Oral
smpl700113146,L_Retroauricular crease,Skin
smpl700113148,R_Retroauricular crease,Skin
smpl700113150,L_Antecubital fossa,Skin
smpl700113152,R_Antecubital fossa,Skin
smpl700113154,Anterior nares,Skin
smpl700113160,Posterior fornix,Vaginal
smpl700113181,Tongue dorsum,Oral
smpl700113183,Hard palate,Oral
smpl700113185,Buccal mucosa,Oral
smpl700113187,Attached/Keratinized gingiva,Oral
smpl700113189,Palatine Tonsils,Oral
smpl700113191,Throat,Oral
smpl700113193,Supragingival plaque,Oral
smpl700113195,Subgingival plaque,Oral
smpl700113197,L_Retroauricular crease,Skin
smpl700113205,Anterior nares,Skin
smpl700113207,Vaginal introitus,Vaginal
smpl700113209,Mid vagina,Vaginal
smpl700113211,Posterior fornix,Vaginal
smpl700113213,Stool,Stool
smpl700113215,Saliva,Oral
smpl700113505,Saliva,Oral
smpl700113509,Tongue dorsum,Oral
smpl700113511,Hard palate,Oral
smpl700113513,Buccal mucosa,Oral
smpl700113515,Attached/Keratinized gingiva,Oral
smpl700113517,Palatine Tonsils,Oral
smpl700113519,Throat,Oral
smpl700113521,Supragingival plaque,Oral
smpl700113523,Subgingival plaque,Oral
smpl700113525,L_Retroauricular crease,Skin
smpl700113527,R_Retroauricular crease,Skin
smpl700113529,L_Antecubital fossa,Skin
smpl700113531,R_Antecubital fossa,Skin
smpl700113533,Anterior nares,Skin
smpl700113535,Vaginal introitus,Vaginal
smpl700113537,Mid vagina,Vaginal
smpl700113539,Posterior fornix,Vaginal
smpl700113541,Stool,Stool
smpl700113562,Stool,Stool
smpl700113564,L_Retroauricular crease,Skin
smpl700113566,R_Retroauricular crease,Skin
smpl700113568,L_Antecubital fossa,Skin
smpl700113570,R_Antecubital fossa,Skin
smpl700113574,Vaginal introitus,Vaginal
smpl700113576,Mid vagina,Vaginal
smpl700113584,Tongue dorsum,Oral
smpl700113586,Hard palate,Oral
smpl700113588,Buccal mucosa,Oral
smpl700113590,Attached/Keratinized gingiva,Oral
smpl700113592,Palatine Tonsils,Oral
smpl700113594,Throat,Oral
smpl700113596,Supragingival plaque,Oral
smpl700113598,Subgingival plaque,Oral
smpl700113666,L_Retroauricular crease,Skin
smpl700113668,R_Retroauricular crease,Skin
smpl700113670,L_Antecubital fossa,Skin
smpl700113672,R_Antecubital fossa,Skin
smpl700113674,Anterior nares,Skin
smpl700113680,Tongue dorsum,Oral
smpl700113682,Hard palate,Oral
smpl700113684,Buccal mucosa,Oral
smpl700113686,Attached/Keratinized gingiva,Oral
smpl700113688,Palatine Tonsils,Oral
smpl700113690,Throat,Oral
smpl700113692,Supragingival plaque,Oral
smpl700113694,Subgingival plaque,Oral
smpl700113769,Saliva,Oral
smpl700113773,Tongue dorsum,Oral
smpl700113777,Buccal mucosa,Oral
smpl700113779,Attached/Keratinized gingiva,Oral
smpl700113781,Palatine Tonsils,Oral
smpl700113783,Throat,Oral
smpl700113785,Supragingival plaque,Oral
smpl700113787,Subgingival plaque,Oral
smpl700113789,Stool,Stool
smpl700113791,L_Retroauricular crease,Skin
smpl700113793,R_Retroauricular crease,Skin
smpl700113795,L_Antecubital fossa,Skin
smpl700113797,R_Antecubital fossa,Skin
smpl700113820,Saliva,Oral
smpl700113824,Tongue dorsum,Oral
smpl700113826,Hard palate,Oral
smpl700113828,Buccal mucosa,Oral
smpl700113830,Attached/Keratinized gingiva,Oral
smpl700113832,Palatine Tonsils,Oral
smpl700113834,Throat,Oral
smpl700113836,Supragingival plaque,Oral
smpl700113838,Subgingival plaque,Oral
smpl700113840,Stool,Stool
smpl700113842,L_Retroauricular crease,Skin
smpl700113844,R_Retroauricular crease,Skin
smpl700113846,L_Antecubital fossa,Skin
smpl700113848,R_Antecubital fossa,Skin
smpl700113850,Anterior nares,Skin
smpl700113852,Vaginal introitus,Vaginal
smpl700113854,Mid vagina,Vaginal
smpl700113856,Posterior fornix,Vaginal
smpl700113881,Tongue dorsum,Oral
smpl700113883,Hard palate,Oral
smpl700113885,Buccal mucosa,Oral
smpl700113887,Attached/Keratinized gingiva,Oral
smpl700113889,Palatine Tonsils,Oral
smpl700113891,Throat,Oral
smpl700113893,Supragingival plaque,Oral
smpl700113895,Subgingival plaque,Oral
smpl700113897,Stool,Stool
smpl700113899,L_Retroauricular crease,Skin
smpl700113901,R_Retroauricular crease,Skin
smpl700113907,Anterior nares,Skin
smpl700113911,Mid vagina,Vaginal
smpl700113934,Saliva,Oral
smpl700113938,Tongue dorsum,Oral
smpl700113940,Hard palate,Oral
smpl700113942,Buccal mucosa,Oral
smpl700113944,Attached/Keratinized gingiva,Oral
smpl700113946,Palatine Tonsils,Oral
smpl700113948,Throat,Oral
smpl700113950,Supragingival plaque,Oral
smpl700113952,Subgingival plaque,Oral
smpl700113954,Stool,Stool
smpl700113956,L_Retroauricular crease,Skin
smpl700113958,R_Retroauricular crease,Skin
smpl700113962,R_Antecubital fossa,Skin
smpl700113964,Anterior nares,Skin
smpl700113966,Vaginal introitus,Vaginal
smpl700113968,Mid vagina,Vaginal
smpl700113970,Posterior fornix,Vaginal
smpl700113991,Anterior nares,Skin
smpl700113993,Vaginal introitus,Vaginal
smpl700113995,Mid vagina,Vaginal
smpl700113997,Posterior fornix,Vaginal
smpl700113999,Stool,Stool
smpl700114017,Stool,Stool
smpl700114019,Saliva,Oral
smpl700114025,Hard palate,Oral
smpl700114027,Buccal mucosa,Oral
smpl700114029,Attached/Keratinized gingiva,Oral
smpl700114031,Palatine Tonsils,Oral
smpl700114033,Throat,Oral
smpl700114035,Supragingival plaque,Oral
smpl700114037,Subgingival plaque,Oral
smpl700114041,R_Retroauricular crease,Skin
smpl700114043,L_Antecubital fossa,Skin
smpl700114045,R_Antecubital fossa,Skin
smpl700114047,Anterior nares,Skin
smpl700114179,Stool,Stool
smpl700114183,R_Retroauricular crease,Skin
smpl700114185,L_Antecubital fossa,Skin
smpl700114187,R_Antecubital fossa,Skin
smpl700114189,Anterior nares,Skin
smpl700114191,Saliva,Oral
smpl700114195,Tongue dorsum,Oral
smpl700114197,Hard palate,Oral
smpl700114199,Buccal mucosa,Oral
smpl700114201,Attached/Keratinized gingiva,Oral
smpl700114203,Palatine Tonsils,Oral
smpl700114205,Throat,Oral
smpl700114207,Supragingival plaque,Oral
smpl700114209,Subgingival plaque,Oral
smpl700114234,Posterior fornix,Vaginal
smpl700114236,L_Retroauricular crease,Skin
smpl700114238,R_Retroauricular crease,Skin
smpl700114240,L_Antecubital fossa,Skin
smpl700114242,R_Antecubital fossa,Skin
smpl700114244,Anterior nares,Skin
smpl700114246,Stool,Stool
smpl700114248,Saliva,Oral
smpl700114252,Tongue dorsum,Oral
smpl700114254,Hard palate,Oral
smpl700114256,Buccal mucosa,Oral
smpl700114258,Attached/Keratinized gingiva,Oral
smpl700114260,Palatine Tonsils,Oral
smpl700114262,Throat,Oral
smpl700114264,Supragingival plaque,Oral
smpl700114266,Subgingival plaque,Oral
smpl700114287,Stool,Stool
smpl700114289,L_Retroauricular crease,Skin
smpl700114291,R_Retroauricular crease,Skin
smpl700114293,L_Antecubital fossa,Skin
smpl700114295,R_Antecubital fossa,Skin
smpl700114299,Vaginal introitus,Vaginal
smpl700114301,Mid vagina,Vaginal
smpl700114309,Tongue dorsum,Oral
smpl700114311,Hard palate,Oral
smpl700114313,Buccal mucosa,Oral
smpl700114317,Palatine Tonsils,Oral
smpl700114319,Throat,Oral
smpl700114321,Supragingival plaque,Oral
smpl700114323,Subgingival plaque,Oral
smpl700114389,Saliva,Oral
smpl700114393,Tongue dorsum,Oral
smpl700114395,Hard palate,Oral
smpl700114397,Buccal mucosa,Oral
smpl700114399,Attached/Keratinized gingiva,Oral
smpl700114401,Palatine Tonsils,Oral
smpl700114403,Throat,Oral
smpl700114405,Supragingival plaque,Oral
smpl700114407,Subgingival plaque,Oral
smpl700114409,L_Retroauricular crease,Skin
smpl700114411,R_Retroauricular crease,Skin
smpl700114413,L_Antecubital fossa,Skin
smpl700114415,R_Antecubital fossa,Skin
smpl700114417,Anterior nares,Skin
smpl700114419,Stool,Stool
smpl700114421,R_Antecubital fossa,Skin
smpl700114501,Vaginal introitus,Vaginal
smpl700114503,Mid vagina,Vaginal
smpl700114505,Posterior fornix,Vaginal
smpl700114507,L_Retroauricular crease,Skin
smpl700114509,R_Retroauricular crease,Skin
smpl700114513,R_Antecubital fossa,Skin
smpl700114515,Anterior nares,Skin
smpl700114517,Stool,Stool
smpl700114519,Saliva,Oral
smpl700114523,Tongue dorsum,Oral
smpl700114525,Hard palate,Oral
smpl700114527,Buccal mucosa,Oral
smpl700114529,Attached/Keratinized gingiva,Oral
smpl700114531,Palatine Tonsils,Oral
smpl700114533,Throat,Oral
smpl700114537,Subgingival plaque,Oral
smpl700114539,Hard palate,Oral
smpl700114560,Saliva,Oral
smpl700114564,Tongue dorsum,Oral
smpl700114566,Hard palate,Oral
smpl700114568,Buccal mucosa,Oral
smpl700114570,Attached/Keratinized gingiva,Oral
smpl700114572,Palatine Tonsils,Oral
smpl700114574,Throat,Oral
smpl700114576,Supragingival plaque,Oral
smpl700114578,Subgingival plaque,Oral
smpl700114580,L_Retroauricular crease,Skin
smpl700114582,R_Retroauricular crease,Skin
smpl700114588,Anterior nares,Skin
smpl700114590,Vaginal introitus,Vaginal
smpl700114592,Mid vagina,Vaginal
smpl700114594,Posterior fornix,Vaginal
smpl700114596,Stool,Stool
smpl700114671,L_Retroauricular crease,Skin
smpl700114673,R_Retroauricular crease,Skin
smpl700114675,L_Antecubital fossa,Skin
smpl700114677,R_Antecubital fossa,Skin
smpl700114679,Anterior nares,Skin
smpl700114681,Saliva,Oral
smpl700114685,Tongue dorsum,Oral
smpl700114687,Hard palate,Oral
smpl700114691,Attached/Keratinized gingiva,Oral
smpl700114693,Palatine Tonsils,Oral
smpl700114695,Throat,Oral
smpl700114697,Supragingival plaque,Oral
smpl700114699,Subgingival plaque,Oral
smpl700114701,Stool,Stool
smpl700114719,L_Retroauricular crease,Skin
smpl700114721,R_Retroauricular crease,Skin
smpl700114723,L_Antecubital fossa,Skin
smpl700114725,R_Antecubital fossa,Skin
smpl700114727,Anterior nares,Skin
smpl700114729,Saliva,Oral
smpl700114733,Tongue dorsum,Oral
smpl700114735,Hard palate,Oral
smpl700114737,Buccal mucosa,Oral
smpl700114739,Attached/Keratinized gingiva,Oral
smpl700114741,Palatine Tonsils,Oral
smpl700114743,Throat,Oral
smpl700114745,Supragingival plaque,Oral
smpl700114747,Subgingival plaque,Oral
smpl700114749,Stool,Stool
smpl700114767,Stool,Stool
